https://item.jd.com/100009464799.html,7899.00,Apple MacBook Air 13.3 八核M1芯片(7核图形处理器) 8G 256G SSD 深空灰 笔记本电脑 MGN63CH/A,
https://item.jd.com/100039924870.html,4589.00,"京品电脑
联想笔记本电脑小新Pro14 英特尔Evo平台 高性能游戏轻薄本(12核标压i5-12500H 16G 512G 2.8K 120Hz)银办公",
https://item.jd.com/100052658283.html,4988.00,机械革命（MECHREVO）极光Z 12代英特尔酷睿i7 15.6英寸游戏本 笔记本电脑(i7-12650H 16G 512G RTX3050),
https://item.jd.com/100043250314.html,7499.00,华硕（ASUS）天选4 锐龙版 15.6英寸高性能电竞游戏本 笔记本电脑(新R7-7735H 16G 512G RTX4060 144Hz高色域电竞屏)青,
https://item.jd.com/100052856635.html,10999.00,ROG幻16 2023 第13代英特尔酷睿i9 16英寸 星云屏 设计师轻薄高性能游戏本笔记本电脑(i9-13900H 16G 1T RTX4060 2.5K 240Hz P3广色域)灰,
https://item.jd.com/100023113125.html,8299.00,华硕（ASUS）天选4 英特尔酷睿i7 15.6英寸高性能电竞游戏本笔记本电脑(14核i7 16G 512G RTX4060 2.5K 165Hz P3广色域)灰,
https://item.jd.com/100043600646.html,5499.00,联想ThinkBook 14+ 2023款 英特尔酷睿i5 14英寸标压便携轻薄笔记本电脑i5-13500H 16G 512G 2.8K 90Hz,1000+条评价
https://item.jd.com/100039662739.html,4288.00,华硕无畏Pro15 2.8K OLED高性能轻薄游戏笔记本电脑(R7-5800H 16G 512G 100%DCI-P3高色域600尼特120Hz)银,
https://item.jd.com/100042716514.html,4499.90,联想笔记本电脑小新16 英特尔酷睿i5 16英寸轻薄本(13代i5-1340P 16G 512G 16:10大视野)商务办公学习电脑,
https://item.jd.com/100011483893.html,5699.00,联想笔记本电脑小新Pro14超能本 13代酷睿i5 英特尔Evo 14英寸轻薄本(标压i5-13500H 16G 1T 2.8K 高刷屏)灰,
https://item.jd.com/100039098622.html,5999.00,联想笔记本电脑小新Pro16 英特尔Evo平台 高性能游戏轻薄本(14核标压i9-12900H 16G 512G 2.5K 120Hz)银 办公,
https://item.jd.com/100032149194.html,2999.00,联想笔记本电脑IdeaPad 15.6英寸轻薄本(锐龙8核 R7 8G 512G 全高清防眩光屏) 网课商务办公 预装正版win11,
https://item.jd.com/18788509139.html,4799.00,小米 Redmi Book Pro15增强版 3.2K高清屏 高性能轻薄笔记本电脑(12代i5-12500H 16G 512G 正版office),
https://item.jd.com/100043588742.html,4599.00,小米笔记本电脑 红米 Redmi Book Pro14 2.5K-120hz高刷屏 高性能轻薄本(12代i5-12500H 16G 512G office),
https://item.jd.com/100023222651.html,3799.00,"京品电脑
联想笔记本电脑 小新Air14 英特尔酷睿i5 14英寸轻薄本(i5 16G 512G 高色域 大电池)银 商务办公手提电脑",
https://item.jd.com/10046097263278.html,4199.00,"京品电脑
惠普(HP)战66五代 锐龙版 14英寸轻薄笔记本电脑(全新7nm锐龙 R5-5625U 16G 512G 高色域低功耗屏 长续航)",
https://item.jd.com/100039853480.html,5299.00,联想笔记本电脑 小新Pro16 英特尔酷睿i5高性能游戏轻薄本(12核标压i5-12500H 16G 512G 2.5K 120Hz)商务办公,
https://item.jd.com/28404544529.html,3399.00,"京品电脑
华为笔记本电脑MateBook D 14 SE版 14英寸 11代酷睿 i5 8G+512G 轻薄本/高清护眼防眩光屏/手机互联 银",
https://item.jd.com/100044491468.html,4019.00,戴尔（DELL）笔记本灵越15Pro 3511 15.6英寸轻薄本家用学生网课商务办公游戏电脑 11代i5-1135G7 MX350独显 16G内存 512GPCIE固态硬盘 热款定制,
https://item.jd.com/100032295814.html,4599.00,"京品电脑
惠普(HP)战66五代 锐龙版 15.6英寸轻薄笔记本电脑(全新7nm锐龙 R7-5825U 16G 512G 高色域低功耗屏 长续航)",
https://item.jd.com/100042984703.html,4399.00,联想笔记本电脑小新14 英特尔酷睿i5 14英寸轻薄本(13代i5-1340P 16G 512G 16:10大视野) 商务办公学习电脑,
https://item.jd.com/100038962368.html,5999.00,惠普(HP)战99 2022 15.6英寸高性能笔记本电脑设计师创作本工作站 12代i5-12500H 16G 512G RTX3050Ti 高色域,
https://item.jd.com/10063480479660.html,2499.00,联想 笔记本电脑V15 15.6英寸办公轻薄本 学生本 全新升级赛扬N4500/8G内存/256G高速固态,
https://item.jd.com/100023185705.html,5199.00,联想笔记本电脑小新Pro16 高性能轻薄本(8核标压R7-6800H 16G 512G 2.5K 120Hz 75Wh大电池)深空灰 办公手提,
https://item.jd.com/100043547866.html,3899.00,戴尔（DELL） 笔记本电脑14Pro成就3420 14英寸商务办公学生轻薄本 i5-1135G7/16G内存/512G固态/定制 锐炬Xe显卡 | 冰川银,
https://item.jd.com/100043620624.html,5999.00,联想笔记本电脑小新Pro14 英特尔Evo平台 高性能游戏轻薄本(14核标压i9-12900H 16G 512G 2.8K 120Hz)银办公,
https://item.jd.com/10026649194959.html,5599.90,联想笔记本电脑小新Pro16超能本 16英寸轻薄本(8核16线程R7-7735HS 16G 1T 2.5K 120Hz)鸽子灰 商务办公学习,10万+条评价
https://item.jd.com/10038237747020.html,5399.00,联想笔记本电脑小新Pro14超能本 14英寸轻薄本(8核16线程R7-7735HS 16G 1T 2.8K 120Hz)鸽子灰 商务办公学生,
https://item.jd.com/100018005951.html,4099.00,"京品电脑
惠普(HP)战66五代 锐龙版 15.6英寸轻薄笔记本电脑(全新7nm锐龙 R5-5625U 16G 512G 高色域低功耗屏 长续航)",
https://item.jd.com/100043512728.html,3699.00,华为笔记本电脑MateBook D 14 SE版 2022 14英寸 12代酷睿i5 8G 512G 轻薄本/护眼全面屏/手机互联 皓月银,
https://item.jd.com/10052098062889.html,3499.00,宏碁(Acer)全新轻薄本墨舞EX215 15.6英寸办公学生笔记本电脑(12代i5 16G 512G FHD Office Win11),1万+条评价
https://item.jd.com/100035852182.html,3799.00,华硕a豆14 航天版 八核处理器 14英寸高性能办公学生轻薄笔记本电脑 R7-5700U 16G 512G 高色域,1000+条评价
https://item.jd.com/100039804888.html,4399.00,联想笔记本电脑小新Air14 英特尔酷睿i5 轻薄本(12核i5-1240P 16G 512G 100%sRGB高色域)银 商务办公手提电脑,20万+条评价
https://item.jd.com/100032674733.html,5599.90,联想笔记本电脑小新Pro16超能本 16英寸轻薄本(8核16线程R7-7735HS 16G 1T 2.5K 120Hz)鸽子灰 商务办公学习,10万+条评价
https://item.jd.com/100038962384.html,5999.00,联想ThinkBook 14+ 2023款 英特尔酷睿i5 14英寸标压便携轻薄笔记本电脑i5-13500H 32G 512G 2.8K 90Hz,1000+条评价
https://item.jd.com/100037687569.html,6199.00,Apple【A+会员专享】MacBook Air 13.3 8核M1芯片(7核图形处理器) 8G 256G SSD 银色 电脑 MGN93CH/A,20万+条评价
https://item.jd.com/10061482072847.html,4399.00,惠普(HP)战66六代 锐龙版15.6英寸轻薄笔记本电脑(2023新锐龙R7-7730U 16G 512G 高色域低蓝光屏 一年上门),20万+条评价
https://item.jd.com/100035852186.html,5288.00,联想（Lenovo） 小新Pro16大屏设计办公轻薄笔记本电脑标压锐龙 旗舰标压R7-6800H 16G 512G 标配 16英寸｜2.5K｜高色域,20万+条评价
https://item.jd.com/100039356470.html,1310.78,"爱心东东
国行【2023款英特尔可选酷睿】15.6英寸笔记本电脑轻薄本学生办公超薄便携高性能游戏本手提豆小谷 英特尔11代四核+IPS屏+抗蓝光 8G内存/128G超速硬盘",2万+条评价
https://item.jd.com/100041048620.html,3399.00,"京品电脑
华为笔记本电脑MateBook D 14 SE版 14英寸 11代酷睿 i5 8G+512G 轻薄本/高清护眼防眩光屏/手机互联 灰",50万+条评价
https://item.jd.com/100012779151.html,5499.00,联想ThinkBook 16+ 2023款 英特尔酷睿i5 16英寸标压轻薄便携笔记本电脑i5-13500H 16G 512G SSD 2.5K,5万+条评价
https://item.jd.com/10069252358877.html,5599.00,ThinkPad E15 2022款 第12代英特尔酷睿处理器 15.6英寸 商务轻薄笔记本电脑 12代i5 16G 512G 6ACD 高色域,1万+条评价
https://item.jd.com/100023240357.html,6499.00,华硕（ASUS）天选3 12代英特尔酷睿i7 15.6英寸游戏本 笔记本电脑(i7-12700H 16G 512G RTX3050 144Hz高色域屏)灰,10万+条评价
https://item.jd.com/10066984623967.html,4299.00,"京品电脑
惠普(HP)战66 五代 15.6英寸轻薄笔记本电脑(英特尔12代酷睿 i5-1240P 16G 512G高色域低功耗屏 1年上门)",20万+条评价
https://item.jd.com/10044527344292.html,4499.00,华硕笔记本电脑 a豆14 Pro 高性能轻薄本商用办公本(12代酷睿i5-12500H 16G 512G 2.5K高分屏 100%sRGB)银,1万+条评价
https://item.jd.com/100052856635.html,4799.00,联想笔记本电脑小新Pro14 高性能游戏轻薄本(8核标压R7-6800HS 16G 512G 2.8K 120Hz )商务办公 手提电脑,10万+条评价
https://item.jd.com/10069252358877.html,4099.00,联想笔记本电脑V14 旗舰酷睿i5高性能独显轻薄本 14英寸窄边框学生小新网课商务手提办公游戏设计本 i5-1135G7 16G内存 512G高速固态 MX350独显 IPS全高清屏 精装升级 星空灰,2000+条评价
https://item.jd.com/100028666101.html,6299.00,"京品电脑
华硕无畏Pro15 2022 2.8K 120Hz OLED标压游戏轻薄高性能笔记本电脑(R7-6800H 16G 512G RTX3050高色域)银",1万+条评价
https://item.jd.com/100011526087.html,6099.00,戴尔笔记本电脑dell灵越3520 15.6英寸高性能全面屏轻薄本(12代i7 16G 512G MX550 120Hz防眩光高刷屏)银,5万+条评价
https://item.jd.com/100023113123.html,3499.00,"京品电脑
小米笔记本电脑 红米 RedmiBookPro 14英寸 2.5K高清屏 高性能轻薄本(R5 16G 512G 商务办公 长续航 全金属)",10万+条评价
https://item.jd.com/100039994558.html,2899.00,联想笔记本电脑IdeaPad 15.6英寸轻薄本(锐龙6核R5 8G 512G 全高清防眩光屏)学生网课商务办公 预装正版win11,5万+条评价
https://item.jd.com/100052856635.html,4799.00,惠普HP 星14 Pro 14英寸轻薄笔记本电脑(12代i5-12500H标压2.8K 90Hz OLED材质高分高刷屏 硬件护眼)月光银,5万+条评价
https://item.jd.com/4681992.html,5499.00,联想ThinkBook 14+ 2023款 英特尔酷睿i5 14英寸标压便携轻薄笔记本电脑i5-13500H 16G 512G 2.8K 90Hz,1000+条评价
https://item.jd.com/2965041.html,7199.00,"京品电脑
联想笔记本ThinkPad P15v(02CD)英特尔酷睿i7 15.6英寸高性能本设计师工作站(i7-10750H 16G 512G P620 4G)",2万+条评价
https://item.jd.com/10064463278620.html,29.90,得力(deli)6本B5/60张牛皮纸软抄本 缝线记事本/ 笔记本子/ 日记本 文具办公用品 33387,50万+条评价
https://item.jd.com/100043250330.html,11.80,齐心（Comix）笔记本子A5/122张皮面记事本 商务办公会议记事本日记本文具用品 黑色 C5902,20万+条评价
https://item.jd.com/10061482072847.html,10999.00,ROG幻16 2023 第13代英特尔酷睿i9 16英寸 星云屏 设计师轻薄高性能游戏本笔记本电脑(i9-13900H 16G 1T RTX4060 2.5K 240Hz P3广色域)灰,2000+条评价
https://item.jd.com/100023239577.html,6488.00,机械革命（MECHREVO）极光Pro 15.6英寸游戏本 笔记本电脑(i7-12650H 16G 512G RTX4060 165HZ 2.5K屏),5万+条评价
https://item.jd.com/100033822492.html,4599.00,联想小新16 2023款高性能轻薄本 16英寸学生设计游戏笔记本电脑 13代酷睿i5-1340P 16G内存 512G固态丨FHD标准屏 卷云灰 锐炬Xe性能显卡 四面窄边框,1万+条评价
https://item.jd.com/10060925819846.html,10499.00,ROG魔霸新锐 2023 第13代英特尔酷睿i7 16英寸 星云屏 电竞游戏本笔记本电脑(i7-13650HX 液金导热16G 1T RTX4060 2.5K 240Hz P3广色域),5000+条评价
https://item.jd.com/100039993758.html,5988.00,机械革命（MECHREVO）极光Pro 15.6英寸游戏本 笔记本电脑(i5-12450H 16G 512G RTX4050 165HZ 2.5K屏),5万+条评价
https://item.jd.com/10068641867116.html,6699.00,机械革命（MECHREVO）蛟龙16K 16英寸游戏电竞笔记本电脑（R7-7735H 16G 512G RTX4060 165HZ 2.5K）,2万+条评价
https://item.jd.com/10061482072847.html,9499.00,华硕（ASUS）天选4 13代英特尔酷睿i9 15.6英寸电竞游戏本 笔记本电脑(i9-13900H 16G 1T RTX4060 2.5K 165Hz P3广色域)灰,5000+条评价
https://item.jd.com/100014794825.html,4747.00,神舟（HASEE）战神Z7-RA5 13代英特尔酷睿i5 15.6英寸游戏本 笔记本电脑(13代i5-13500H 16G 512G RTX3050 144Hz),5万+条评价
https://item.jd.com/100052658271.html,1591.00,荣耀剑舞 国行2023新品【英特尔奔腾+3K屏】14英寸笔记本电脑轻薄本商务办公学习上网课手提电脑 银色【14英寸3K超清屏办公轻薄本】 8GB内存+512G固态硬盘,2000+条评价条评价
https://item.jd.com/10068806721503.html,6999.00,神舟（HASEE）战神Z7R9 13代英特尔酷睿i9 15.6英寸游戏本 笔记本电脑(13代i9-13900H 16G 512G RTX4050 165Hz 2.5K电竞屏),5万+条评价
https://item.jd.com/100023207945.html,7499.00,联想拯救者R9000P 16英寸游戏笔记本电脑(8核16线程R7-6800H 16G 512G RTX3060 2.5k 165Hz高色域)灰,20万+条评价
https://item.jd.com/100052658269.html,5688.00,神舟（HASEE）战神Z7-RA9 13代英特尔酷睿i9 15.6英寸游戏本 笔记本电脑(13代i9-13900H 16G 512G RTX3050 165Hz),5万+条评价
https://item.jd.com/100018550875.html,6528.00,联想拯救者Y7000P 英特尔酷睿i5 15.6英寸游戏本 笔记本电脑(i5-12500H 16G 512G RTX3050 165Hz 2.5k电竞屏),10万+条评价
https://item.jd.com/10060141190486.html,9089.00,联想（Lenovo） 拯救者Y9000P 16英寸游戏笔记本电脑 i9-12900H RTX3060 钛晶灰,2万+条评价
https://item.jd.com/100020557141.html,8999.00,神舟（HASEE）战神Z9R9 13代英特尔酷睿i9 15.6英寸游戏本 笔记本电脑(13代i9-13900H 16G 1TB RTX4070 165Hz 2.5K电竞屏),2万+条评价
https://item.jd.com/100043250278.html,4438.00,七彩虹（Colorful）将星X15-XS 12代英特尔酷睿i5 15.6英寸游戏本 笔记本电脑(i5-12450H 16G 512G RTX3050 144Hz ）星耀灰,2万+条评价
https://item.jd.com/27689962575.html,6299.00,华硕（ASUS）天选3 12代英特尔酷睿i5 15.6英寸游戏本 笔记本电脑(i5-12500H 16G 512G RTX3050 144Hz高色域屏)灰,10万+条评价
https://item.jd.com/10028599484534.html,5999.00,联想拯救者R7000P 15.6英寸游戏笔记本电脑(6核12线程R5-6600H 16G 512G RTX3050 2.5k 165Hz高色域)灰,10万+条评价
https://item.jd.com/10033087405727.html,8889.00,微星（MSI）星影15游戏本 40系笔记本电脑 15.6英寸240Hz 100%sRGB 13代酷睿 i7/RTX4060/16G内存/512G固态,200+条评价
https://item.jd.com/100052658285.html,5788.00,七彩虹（Colorful）将星X15-XS 12代英特尔酷睿i9 15.6英寸游戏本 笔记本电脑(i9-12900H 16G 512G RTX3050Ti 144Hz ）苍珀蓝,2万+条评价
https://item.jd.com/100032768490.html,1591.00,荣耀剑舞 国行2023新品【英特尔奔腾+3K屏】14英寸笔记本电脑轻薄本商务办公学习上网课手提电脑 银色【14英寸3K超清屏办公轻薄本】 8GB内存+512G固态硬盘,2000+条评价
https://item.jd.com/100029907455.html,4699.00,神舟（HASEE）战神Z7-TA7NP 11代英特尔酷睿i7 15.6英寸游戏本 笔记本电脑(11代i7-11800H 16G 512G RTX3050 144Hz),5万+条评价
https://item.jd.com/10066386790854.html,7699.00,联想拯救者R9000P 16英寸游戏本 笔记本电脑(标压 8核 R7-5800H 16G 512G RTX3060 2.5k屏 165Hz),20万+条评价
https://item.jd.com/100039356516.html,7488.00,七彩虹（Colorful）将星X15-AT 13代英特尔酷睿i5 15.6英寸游戏本 笔记本电脑(i5-13500HX 16G 512G RTX4060 144Hz N72%）苍珀蓝,2万+条评价
https://item.jd.com/100025908802.html,7999.00,华硕（ASUS）天选4 英特尔酷睿i7 15.6英寸高性能电竞游戏本 笔记本电脑(14核i7 16G 512G RTX4060 144Hz高色域电竞屏)灰,5000+条评价
https://item.jd.com/100022815237.html,7999.00,华硕天选4 15.6英寸高性能游戏本笔记本电脑 14核i7/RTX4060/512G/144Hz灰 16G/高刷高色域电竞屏,2000+条评价
